id_performance,id_employe,date_evaluation,score,objectifs_atteints
61,6,2022-01-01,91,TRUE
62,6,2022-04-01,78,FALSE
63,6,2022-07-01,77,TRUE
64,6,2022-10-01,67,FALSE
65,6,2023-01-01,67,FALSE
66,6,2023-04-01,73,FALSE
67,6,2023-07-01,91,FALSE
68,6,2023-10-01,94,TRUE
69,6,2024-01-01,57,FALSE
70,6,2024-04-01,76,FALSE
71,6,2024-07-01,54,TRUE
72,6,2024-10-01,98,FALSE
73,7,2022-01-01,79,FALSE
74,7,2022-04-01,88,TRUE
75,7,2022-07-01,96,FALSE
76,7,2022-10-01,86,FALSE
77,7,2023-01-01,56,TRUE
78,7,2023-04-01,89,FALSE
79,7,2023-07-01,88,FALSE
80,7,2023-10-01,88,FALSE
81,7,2024-01-01,63,TRUE
82,7,2024-04-01,99,FALSE
83,7,2024-07-01,53,FALSE
84,7,2024-10-01,67,FALSE
85,8,2022-01-01,97,TRUE
86,8,2022-04-01,56,FALSE
87,8,2022-07-01,77,TRUE
88,8,2022-10-01,52,FALSE
89,8,2023-01-01,80,TRUE
90,8,2023-04-01,91,FALSE
91,8,2023-07-01,69,TRUE
92,8,2023-10-01,97,FALSE
93,8,2024-01-01,60,FALSE
94,8,2024-04-01,52,TRUE
95,8,2024-07-01,56,TRUE
96,8,2024-10-01,56,FALSE
97,9,2022-01-01,83,FALSE
98,9,2022-04-01,68,FALSE
99,9,2022-07-01,58,FALSE
100,9,2022-10-01,67,TRUE
101,9,2023-01-01,97,TRUE
102,9,2023-04-01,91,TRUE
103,9,2023-07-01,63,FALSE
104,9,2023-10-01,74,TRUE
105,9,2024-01-01,88,TRUE
106,9,2024-04-01,64,FALSE
107,9,2024-07-01,76,FALSE
108,9,2024-10-01,59,TRUE
109,10,2022-01-01,53,TRUE
110,10,2022-04-01,68,TRUE
111,10,2022-07-01,77,TRUE
112,10,2022-10-01,96,FALSE
113,10,2023-01-01,82,FALSE
114,10,2023-04-01,59,TRUE
115,10,2023-07-01,79,FALSE
116,10,2023-10-01,52,TRUE
117,10,2024-01-01,90,FALSE
118,10,2024-04-01,60,FALSE
119,10,2024-07-01,51,FALSE
120,10,2024-10-01,55,TRUE
121,11,2022-01-01,89,FALSE
122,11,2022-04-01,78,TRUE
123,11,2022-07-01,79,FALSE
124,11,2022-10-01,58,TRUE
125,11,2023-01-01,51,TRUE
126,11,2023-04-01,82,FALSE
127,11,2023-07-01,83,FALSE
128,11,2023-10-01,57,TRUE
129,11,2024-01-01,82,TRUE
130,11,2024-04-01,55,FALSE
131,11,2024-07-01,89,TRUE
132,11,2024-10-01,68,FALSE
133,12,2022-01-01,76,TRUE
134,12,2022-04-01,92,FALSE
135,12,2022-07-01,82,FALSE
136,12,2022-10-01,89,FALSE
137,12,2023-01-01,54,TRUE
138,12,2023-04-01,57,TRUE
139,12,2023-07-01,91,FALSE
140,12,2023-10-01,58,FALSE
141,12,2024-01-01,72,TRUE
142,12,2024-04-01,99,TRUE
143,12,2024-07-01,64,TRUE
144,12,2024-10-01,69,FALSE
145,13,2022-01-01,74,TRUE
146,13,2022-04-01,95,FALSE
147,13,2022-07-01,83,FALSE
148,13,2022-10-01,71,TRUE
149,13,2023-01-01,97,FALSE
150,13,2023-04-01,88,TRUE
151,13,2023-07-01,84,TRUE
152,13,2023-10-01,95,FALSE
153,13,2024-01-01,57,FALSE
154,13,2024-04-01,86,TRUE
155,13,2024-07-01,77,FALSE
156,13,2024-10-01,83,FALSE
157,14,2022-01-01,64,FALSE
158,14,2022-04-01,66,TRUE
159,14,2022-07-01,96,FALSE
160,14,2022-10-01,65,TRUE
161,14,2023-01-01,58,TRUE
162,14,2023-04-01,98,TRUE
163,14,2023-07-01,62,TRUE
164,14,2023-10-01,70,TRUE
165,14,2024-01-01,59,FALSE
166,14,2024-04-01,62,TRUE
167,14,2024-07-01,69,TRUE
168,14,2024-10-01,96,FALSE
169,15,2022-01-01,57,FALSE
170,15,2022-04-01,58,TRUE
171,15,2022-07-01,90,TRUE
172,15,2022-10-01,60,FALSE
173,15,2023-01-01,59,TRUE
174,15,2023-04-01,98,TRUE
175,15,2023-07-01,74,TRUE
176,15,2023-10-01,85,TRUE
177,15,2024-01-01,75,FALSE
178,15,2024-04-01,88,FALSE
179,15,2024-07-01,89,TRUE
180,15,2024-10-01,53,TRUE
181,16,2022-01-01,79,FALSE
182,16,2022-04-01,84,TRUE
183,16,2022-07-01,80,FALSE
184,16,2022-10-01,92,TRUE
185,16,2023-01-01,53,FALSE
186,16,2023-04-01,65,TRUE
187,16,2023-07-01,71,TRUE
188,16,2023-10-01,60,FALSE
189,16,2024-01-01,82,FALSE
190,16,2024-04-01,78,FALSE
191,16,2024-07-01,88,FALSE
192,16,2024-10-01,56,FALSE
193,17,2022-01-01,88,FALSE
194,17,2022-04-01,97,FALSE
195,17,2022-07-01,89,TRUE
196,17,2022-10-01,90,FALSE
197,17,2023-01-01,94,TRUE
198,17,2023-04-01,85,TRUE
199,17,2023-07-01,73,FALSE
200,17,2023-10-01,66,FALSE
201,17,2024-01-01,62,TRUE
202,17,2024-04-01,78,FALSE
203,17,2024-07-01,77,FALSE
204,17,2024-10-01,76,TRUE
205,18,2022-01-01,80,FALSE
206,18,2022-04-01,64,TRUE
207,18,2022-07-01,69,FALSE
208,18,2022-10-01,61,TRUE
209,18,2023-01-01,58,TRUE
210,18,2023-04-01,57,FALSE
211,18,2023-07-01,97,FALSE
212,18,2023-10-01,76,TRUE
213,18,2024-01-01,62,TRUE
214,18,2024-04-01,70,TRUE
215,18,2024-07-01,80,TRUE
216,18,2024-10-01,97,FALSE
217,19,2022-01-01,92,FALSE
218,19,2022-04-01,54,TRUE
219,19,2022-07-01,77,TRUE
220,19,2022-10-01,74,TRUE
221,19,2023-01-01,84,TRUE
222,19,2023-04-01,88,TRUE
223,19,2023-07-01,87,FALSE
224,19,2023-10-01,52,FALSE
225,19,2024-01-01,94,TRUE
226,19,2024-04-01,86,TRUE
227,19,2024-07-01,99,FALSE
228,19,2024-10-01,57,TRUE
229,20,2022-01-01,76,TRUE
230,20,2022-04-01,95,TRUE
231,20,2022-07-01,91,FALSE
232,20,2022-10-01,97,FALSE
233,20,2023-01-01,76,FALSE
234,20,2023-04-01,57,TRUE
235,20,2023-07-01,91,TRUE
236,20,2023-10-01,98,FALSE
237,20,2024-01-01,78,FALSE
238,20,2024-04-01,69,FALSE
239,20,2024-07-01,66,FALSE
240,20,2024-10-01,68,FALSE
241,21,2022-01-01,57,FALSE
242,21,2022-04-01,87,TRUE
243,21,2022-07-01,78,TRUE
244,21,2022-10-01,85,FALSE
245,21,2023-01-01,80,FALSE
246,21,2023-04-01,61,TRUE
247,21,2023-07-01,66,TRUE
248,21,2023-10-01,58,TRUE
249,21,2024-01-01,91,FALSE
250,21,2024-04-01,61,FALSE
251,21,2024-07-01,74,TRUE
252,21,2024-10-01,67,TRUE
253,22,2022-01-01,81,FALSE
254,22,2022-04-01,93,TRUE
255,22,2022-07-01,84,FALSE
256,22,2022-10-01,87,FALSE
257,22,2023-01-01,54,FALSE
258,22,2023-04-01,65,FALSE
259,22,2023-07-01,74,FALSE
260,22,2023-10-01,75,FALSE
261,22,2024-01-01,71,TRUE
262,22,2024-04-01,92,FALSE
263,22,2024-07-01,61,TRUE
264,22,2024-10-01,77,FALSE
265,23,2022-01-01,69,TRUE
266,23,2022-04-01,72,TRUE
267,23,2022-07-01,78,FALSE
268,23,2022-10-01,95,FALSE
269,23,2023-01-01,57,TRUE
270,23,2023-04-01,69,TRUE
271,23,2023-07-01,63,TRUE
272,23,2023-10-01,86,FALSE
273,23,2024-01-01,83,TRUE
274,23,2024-04-01,89,TRUE
275,23,2024-07-01,80,TRUE
276,23,2024-10-01,93,FALSE
277,24,2022-01-01,99,TRUE
278,24,2022-04-01,98,FALSE
279,24,2022-07-01,72,FALSE
280,24,2022-10-01,56,FALSE
281,24,2023-01-01,74,TRUE
282,24,2023-04-01,52,TRUE
283,24,2023-07-01,87,FALSE
284,24,2023-10-01,83,TRUE
285,24,2024-01-01,93,FALSE
286,24,2024-04-01,93,FALSE
287,24,2024-07-01,66,TRUE
288,24,2024-10-01,59,TRUE
289,25,2022-01-01,69,FALSE
290,25,2022-04-01,67,TRUE
291,25,2022-07-01,93,TRUE
292,25,2022-10-01,98,FALSE
293,25,2023-01-01,72,FALSE
294,25,2023-04-01,59,TRUE
295,25,2023-07-01,87,FALSE
296,25,2023-10-01,90,FALSE
297,25,2024-01-01,96,FALSE
298,25,2024-04-01,85,TRUE
299,25,2024-07-01,66,FALSE
300,25,2024-10-01,89,FALSE
301,26,2022-01-01,61,TRUE
302,26,2022-04-01,89,TRUE
303,26,2022-07-01,52,FALSE
304,26,2022-10-01,68,TRUE
305,26,2023-01-01,55,FALSE
306,26,2023-04-01,57,FALSE
307,26,2023-07-01,67,FALSE
308,26,2023-10-01,97,TRUE
309,26,2024-01-01,88,FALSE
310,26,2024-04-01,98,TRUE
311,26,2024-07-01,61,TRUE
312,26,2024-10-01,59,TRUE
313,27,2022-01-01,95,TRUE
314,27,2022-04-01,50,TRUE
315,27,2022-07-01,85,TRUE
316,27,2022-10-01,86,FALSE
317,27,2023-01-01,73,TRUE
318,27,2023-04-01,74,TRUE
319,27,2023-07-01,91,TRUE
320,27,2023-10-01,78,FALSE
321,27,2024-01-01,56,TRUE
322,27,2024-04-01,56,FALSE
323,27,2024-07-01,73,TRUE
324,27,2024-10-01,58,FALSE
325,28,2022-01-01,84,TRUE
326,28,2022-04-01,53,FALSE
327,28,2022-07-01,77,TRUE
328,28,2022-10-01,62,TRUE
329,28,2023-01-01,68,FALSE
330,28,2023-04-01,86,TRUE
331,28,2023-07-01,73,FALSE
332,28,2023-10-01,82,FALSE
333,28,2024-01-01,83,TRUE
334,28,2024-04-01,60,TRUE
335,28,2024-07-01,78,FALSE
336,28,2024-10-01,62,TRUE
337,29,2022-01-01,51,TRUE
338,29,2022-04-01,64,TRUE
339,29,2022-07-01,60,FALSE
340,29,2022-10-01,88,FALSE
341,29,2023-01-01,60,TRUE
342,29,2023-04-01,51,TRUE
343,29,2023-07-01,65,TRUE
344,29,2023-10-01,62,TRUE
345,29,2024-01-01,66,TRUE
346,29,2024-04-01,93,FALSE
347,29,2024-07-01,68,TRUE
348,29,2024-10-01,87,FALSE
349,30,2022-01-01,62,TRUE
350,30,2022-04-01,51,TRUE
351,30,2022-07-01,60,FALSE
352,30,2022-10-01,55,TRUE
353,30,2023-01-01,75,TRUE
354,30,2023-04-01,88,TRUE
355,30,2023-07-01,55,TRUE
356,30,2023-10-01,78,TRUE
357,30,2024-01-01,88,FALSE
358,30,2024-04-01,68,FALSE
359,30,2024-07-01,55,TRUE
360,30,2024-10-01,86,TRUE
361,31,2022-01-01,77,FALSE
362,31,2022-04-01,56,TRUE
363,31,2022-07-01,74,TRUE
364,31,2022-10-01,50,TRUE
365,31,2023-01-01,55,FALSE
366,31,2023-04-01,59,FALSE
367,31,2023-07-01,60,TRUE
368,31,2023-10-01,50,TRUE
369,31,2024-01-01,86,FALSE
370,31,2024-04-01,50,FALSE
371,31,2024-07-01,52,FALSE
372,31,2024-10-01,90,FALSE
373,32,2022-01-01,80,TRUE
374,32,2022-04-01,66,TRUE
375,32,2022-07-01,95,TRUE
376,32,2022-10-01,85,TRUE
377,32,2023-01-01,75,TRUE
378,32,2023-04-01,66,FALSE
379,32,2023-07-01,74,FALSE
380,32,2023-10-01,71,TRUE
381,32,2024-01-01,53,FALSE
382,32,2024-04-01,55,FALSE
383,32,2024-07-01,70,TRUE
384,32,2024-10-01,86,TRUE
385,33,2022-01-01,74,FALSE
386,33,2022-04-01,88,FALSE
387,33,2022-07-01,82,FALSE
388,33,2022-10-01,85,TRUE
389,33,2023-01-01,70,FALSE
390,33,2023-04-01,65,FALSE
391,33,2023-07-01,65,FALSE
392,33,2023-10-01,69,TRUE
393,33,2024-01-01,77,FALSE
394,33,2024-04-01,73,TRUE
395,33,2024-07-01,74,TRUE
396,33,2024-10-01,82,FALSE
397,34,2022-01-01,64,FALSE
398,34,2022-04-01,59,FALSE
399,34,2022-07-01,71,FALSE
400,34,2022-10-01,98,TRUE
401,34,2023-01-01,62,TRUE
402,34,2023-04-01,54,FALSE
403,34,2023-07-01,62,TRUE
404,34,2023-10-01,63,FALSE
405,34,2024-01-01,52,TRUE
406,34,2024-04-01,98,FALSE
407,34,2024-07-01,84,FALSE
408,34,2024-10-01,63,FALSE
409,35,2022-01-01,77,FALSE
410,35,2022-04-01,78,TRUE
411,35,2022-07-01,66,FALSE
412,35,2022-10-01,98,TRUE
413,35,2023-01-01,72,FALSE
414,35,2023-04-01,60,TRUE
415,35,2023-07-01,83,FALSE
416,35,2023-10-01,59,TRUE
417,35,2024-01-01,55,FALSE
418,35,2024-04-01,73,FALSE
419,35,2024-07-01,92,TRUE
420,35,2024-10-01,72,TRUE
421,36,2022-01-01,94,TRUE
422,36,2022-04-01,55,TRUE
423,36,2022-07-01,55,FALSE
424,36,2022-10-01,71,TRUE
425,36,2023-01-01,73,TRUE
426,36,2023-04-01,64,FALSE
427,36,2023-07-01,57,TRUE
428,36,2023-10-01,73,FALSE
429,36,2024-01-01,87,TRUE
430,36,2024-04-01,55,FALSE
431,36,2024-07-01,84,FALSE
432,36,2024-10-01,50,FALSE
433,37,2022-01-01,95,FALSE
434,37,2022-04-01,61,FALSE
435,37,2022-07-01,60,FALSE
436,37,2022-10-01,91,FALSE
437,37,2023-01-01,88,TRUE
438,37,2023-04-01,60,FALSE
439,37,2023-07-01,80,TRUE
440,37,2023-10-01,62,FALSE
441,37,2024-01-01,90,FALSE
442,37,2024-04-01,73,TRUE
443,37,2024-07-01,80,TRUE
444,37,2024-10-01,90,FALSE
445,38,2022-01-01,51,FALSE
446,38,2022-04-01,64,TRUE
447,38,2022-07-01,92,TRUE
448,38,2022-10-01,55,TRUE
449,38,2023-01-01,60,TRUE
450,38,2023-04-01,94,FALSE
451,38,2023-07-01,77,FALSE
452,38,2023-10-01,87,TRUE
453,38,2024-01-01,99,FALSE
454,38,2024-04-01,56,TRUE
455,38,2024-07-01,67,FALSE
456,38,2024-10-01,90,FALSE
457,39,2022-01-01,51,FALSE
458,39,2022-04-01,69,FALSE
459,39,2022-07-01,92,FALSE
460,39,2022-10-01,56,FALSE
461,39,2023-01-01,79,FALSE
462,39,2023-04-01,54,TRUE
463,39,2023-07-01,50,FALSE
464,39,2023-10-01,50,TRUE
465,39,2024-01-01,51,TRUE
466,39,2024-04-01,69,TRUE
467,39,2024-07-01,72,TRUE
468,39,2024-10-01,73,FALSE
469,40,2022-01-01,61,FALSE
470,40,2022-04-01,69,FALSE
471,40,2022-07-01,50,FALSE
472,40,2022-10-01,82,FALSE
473,40,2023-01-01,63,FALSE
474,40,2023-04-01,54,TRUE
475,40,2023-07-01,73,FALSE
476,40,2023-10-01,80,TRUE
477,40,2024-01-01,62,FALSE
478,40,2024-04-01,73,TRUE
479,40,2024-07-01,73,FALSE
480,40,2024-10-01,75,FALSE
481,41,2022-01-01,65,FALSE
482,41,2022-04-01,95,TRUE
483,41,2022-07-01,98,TRUE
484,41,2022-10-01,84,TRUE
485,41,2023-01-01,78,TRUE
486,41,2023-04-01,66,FALSE
487,41,2023-07-01,88,FALSE
488,41,2023-10-01,77,TRUE
489,41,2024-01-01,92,TRUE
490,41,2024-04-01,59,TRUE
491,41,2024-07-01,91,FALSE
492,41,2024-10-01,61,TRUE
493,42,2022-01-01,91,FALSE
494,42,2022-04-01,81,FALSE
495,42,2022-07-01,91,FALSE
496,42,2022-10-01,75,TRUE
497,42,2023-01-01,50,FALSE
498,42,2023-04-01,91,FALSE
499,42,2023-07-01,66,FALSE
500,42,2023-10-01,88,TRUE
501,42,2024-01-01,76,TRUE
502,42,2024-04-01,71,FALSE
503,42,2024-07-01,95,TRUE
504,42,2024-10-01,50,TRUE
505,43,2022-01-01,69,TRUE
506,43,2022-04-01,68,FALSE
507,43,2022-07-01,89,TRUE
508,43,2022-10-01,53,TRUE
509,43,2023-01-01,90,FALSE
510,43,2023-04-01,71,FALSE
511,43,2023-07-01,61,FALSE
512,43,2023-10-01,92,TRUE
513,43,2024-01-01,58,FALSE
514,43,2024-04-01,68,FALSE
515,43,2024-07-01,96,TRUE
516,43,2024-10-01,65,TRUE
517,44,2022-01-01,65,TRUE
518,44,2022-04-01,86,TRUE
519,44,2022-07-01,68,FALSE
520,44,2022-10-01,86,TRUE
521,44,2023-01-01,66,FALSE
522,44,2023-04-01,75,FALSE
523,44,2023-07-01,57,TRUE
524,44,2023-10-01,82,FALSE
525,44,2024-01-01,79,TRUE
526,44,2024-04-01,69,FALSE
527,44,2024-07-01,67,TRUE
528,44,2024-10-01,59,FALSE
529,45,2022-01-01,53,TRUE
530,45,2022-04-01,53,TRUE
531,45,2022-07-01,74,TRUE
532,45,2022-10-01,67,TRUE
533,45,2023-01-01,73,FALSE
534,45,2023-04-01,97,TRUE
535,45,2023-07-01,68,TRUE
536,45,2023-10-01,77,TRUE
537,45,2024-01-01,88,TRUE
538,45,2024-04-01,59,TRUE
539,45,2024-07-01,91,TRUE
540,45,2024-10-01,58,FALSE
541,46,2022-01-01,96,TRUE
542,46,2022-04-01,84,TRUE
543,46,2022-07-01,54,TRUE
544,46,2022-10-01,71,FALSE
545,46,2023-01-01,90,TRUE
546,46,2023-04-01,56,FALSE
547,46,2023-07-01,72,FALSE
548,46,2023-10-01,74,TRUE
549,46,2024-01-01,90,FALSE
550,46,2024-04-01,83,TRUE
551,46,2024-07-01,58,FALSE
552,46,2024-10-01,98,TRUE
553,47,2022-01-01,55,TRUE
554,47,2022-04-01,80,FALSE
555,47,2022-07-01,90,FALSE
556,47,2022-10-01,78,FALSE
557,47,2023-01-01,63,FALSE
558,47,2023-04-01,85,TRUE
559,47,2023-07-01,64,FALSE
560,47,2023-10-01,75,FALSE
561,47,2024-01-01,97,TRUE
562,47,2024-04-01,77,FALSE
563,47,2024-07-01,65,FALSE
564,47,2024-10-01,61,FALSE
565,48,2022-01-01,89,FALSE
566,48,2022-04-01,91,TRUE
567,48,2022-07-01,78,TRUE
568,48,2022-10-01,67,FALSE
569,48,2023-01-01,91,TRUE
570,48,2023-04-01,67,TRUE
571,48,2023-07-01,88,TRUE
572,48,2023-10-01,50,TRUE
573,48,2024-01-01,53,FALSE
574,48,2024-04-01,69,FALSE
575,48,2024-07-01,72,TRUE
576,48,2024-10-01,83,FALSE
577,49,2022-01-01,95,FALSE
578,49,2022-04-01,82,FALSE
579,49,2022-07-01,88,TRUE
580,49,2022-10-01,59,FALSE
581,49,2023-01-01,69,TRUE
582,49,2023-04-01,62,TRUE
583,49,2023-07-01,54,FALSE
584,49,2023-10-01,64,TRUE
585,49,2024-01-01,77,TRUE
586,49,2024-04-01,72,FALSE
587,49,2024-07-01,94,TRUE
588,49,2024-10-01,66,TRUE
589,50,2022-01-01,83,TRUE
590,50,2022-04-01,63,TRUE
591,50,2022-07-01,77,FALSE
592,50,2022-10-01,81,TRUE
593,50,2023-01-01,80,TRUE
594,50,2023-04-01,96,TRUE
595,50,2023-07-01,59,FALSE
596,50,2023-10-01,70,TRUE
597,50,2024-01-01,99,TRUE
598,50,2024-04-01,55,FALSE
599,50,2024-07-01,80,TRUE
600,50,2024-10-01,60,FALSE
601,51,2022-01-01,97,TRUE
602,51,2022-04-01,51,TRUE
603,51,2022-07-01,50,FALSE
604,51,2022-10-01,85,FALSE
605,51,2023-01-01,74,TRUE
606,51,2023-04-01,58,FALSE
607,51,2023-07-01,72,FALSE
608,51,2023-10-01,59,FALSE
609,51,2024-01-01,92,FALSE
610,51,2024-04-01,79,FALSE
611,51,2024-07-01,55,FALSE
612,51,2024-10-01,51,FALSE
613,52,2022-01-01,51,FALSE
614,52,2022-04-01,91,FALSE
615,52,2022-07-01,61,TRUE
616,52,2022-10-01,57,FALSE
617,52,2023-01-01,99,TRUE
618,52,2023-04-01,64,TRUE
619,52,2023-07-01,93,FALSE
620,52,2023-10-01,59,FALSE
621,52,2024-01-01,54,FALSE
622,52,2024-04-01,68,TRUE
623,52,2024-07-01,87,TRUE
624,52,2024-10-01,60,TRUE
625,53,2022-01-01,92,FALSE
626,53,2022-04-01,69,TRUE
627,53,2022-07-01,67,TRUE
628,53,2022-10-01,99,FALSE
629,53,2023-01-01,83,FALSE
630,53,2023-04-01,79,TRUE
631,53,2023-07-01,95,TRUE
632,53,2023-10-01,80,FALSE
633,53,2024-01-01,53,TRUE
634,53,2024-04-01,55,FALSE
635,53,2024-07-01,53,FALSE
636,53,2024-10-01,96,FALSE
637,54,2022-01-01,88,TRUE
638,54,2022-04-01,68,TRUE
639,54,2022-07-01,98,FALSE
640,54,2022-10-01,78,TRUE
641,54,2023-01-01,65,FALSE
642,54,2023-04-01,74,FALSE
643,54,2023-07-01,60,FALSE
644,54,2023-10-01,56,FALSE
645,54,2024-01-01,71,TRUE
646,54,2024-04-01,68,TRUE
647,54,2024-07-01,75,FALSE
648,54,2024-10-01,90,FALSE
649,55,2022-01-01,72,TRUE
650,55,2022-04-01,62,TRUE
651,55,2022-07-01,51,FALSE
652,55,2022-10-01,65,TRUE
653,55,2023-01-01,77,TRUE
654,55,2023-04-01,84,TRUE
655,55,2023-07-01,62,TRUE
656,55,2023-10-01,70,FALSE
657,55,2024-01-01,83,FALSE
658,55,2024-04-01,90,FALSE
659,55,2024-07-01,51,FALSE
660,55,2024-10-01,81,FALSE
661,56,2022-01-01,89,FALSE
662,56,2022-04-01,77,TRUE
663,56,2022-07-01,90,TRUE
664,56,2022-10-01,90,FALSE
665,56,2023-01-01,53,TRUE
666,56,2023-04-01,59,TRUE
667,56,2023-07-01,60,FALSE
668,56,2023-10-01,87,FALSE
669,56,2024-01-01,94,TRUE
670,56,2024-04-01,65,TRUE
671,56,2024-07-01,51,TRUE
672,56,2024-10-01,90,TRUE
673,57,2022-01-01,78,FALSE
674,57,2022-04-01,69,TRUE
675,57,2022-07-01,63,FALSE
676,57,2022-10-01,98,FALSE
677,57,2023-01-01,80,FALSE
678,57,2023-04-01,89,FALSE
679,57,2023-07-01,67,FALSE
680,57,2023-10-01,74,TRUE
681,57,2024-01-01,68,FALSE
682,57,2024-04-01,77,FALSE
683,57,2024-07-01,80,TRUE
684,57,2024-10-01,52,FALSE
685,58,2022-01-01,71,TRUE
686,58,2022-04-01,85,TRUE
687,58,2022-07-01,63,TRUE
688,58,2022-10-01,58,FALSE
689,58,2023-01-01,79,TRUE
690,58,2023-04-01,61,TRUE
691,58,2023-07-01,81,TRUE
692,58,2023-10-01,69,TRUE
693,58,2024-01-01,96,FALSE
694,58,2024-04-01,60,FALSE
695,58,2024-07-01,57,FALSE
696,58,2024-10-01,76,FALSE
697,59,2022-01-01,89,FALSE
698,59,2022-04-01,96,FALSE
699,59,2022-07-01,93,FALSE
700,59,2022-10-01,97,TRUE
701,59,2023-01-01,70,FALSE
702,59,2023-04-01,69,FALSE
703,59,2023-07-01,53,TRUE
704,59,2023-10-01,62,TRUE
705,59,2024-01-01,58,FALSE
706,59,2024-04-01,61,TRUE
707,59,2024-07-01,62,FALSE
708,59,2024-10-01,75,FALSE
709,60,2022-01-01,91,TRUE
710,60,2022-04-01,88,FALSE
711,60,2022-07-01,68,FALSE
712,60,2022-10-01,68,TRUE
713,60,2023-01-01,62,TRUE
714,60,2023-04-01,77,TRUE
715,60,2023-07-01,51,FALSE
716,60,2023-10-01,71,TRUE
717,60,2024-01-01,58,TRUE
718,60,2024-04-01,63,TRUE
719,60,2024-07-01,97,FALSE
720,60,2024-10-01,64,FALSE
721,61,2022-01-01,82,TRUE
722,61,2022-04-01,73,FALSE
723,61,2022-07-01,62,FALSE
724,61,2022-10-01,96,FALSE
725,61,2023-01-01,65,FALSE
726,61,2023-04-01,66,FALSE
727,61,2023-07-01,92,FALSE
728,61,2023-10-01,52,TRUE
729,61,2024-01-01,61,FALSE
730,61,2024-04-01,65,FALSE
731,61,2024-07-01,65,TRUE
732,61,2024-10-01,98,TRUE
733,62,2022-01-01,92,TRUE
734,62,2022-04-01,82,FALSE
735,62,2022-07-01,61,TRUE
736,62,2022-10-01,67,TRUE
737,62,2023-01-01,77,FALSE
738,62,2023-04-01,72,FALSE
739,62,2023-07-01,79,TRUE
740,62,2023-10-01,94,FALSE
741,62,2024-01-01,64,TRUE
742,62,2024-04-01,64,FALSE
743,62,2024-07-01,91,FALSE
744,62,2024-10-01,87,FALSE
745,63,2022-01-01,93,TRUE
746,63,2022-04-01,78,TRUE
747,63,2022-07-01,74,FALSE
748,63,2022-10-01,73,TRUE
749,63,2023-01-01,68,FALSE
750,63,2023-04-01,71,FALSE
751,63,2023-07-01,82,FALSE
752,63,2023-10-01,74,FALSE
753,63,2024-01-01,58,FALSE
754,63,2024-04-01,72,TRUE
755,63,2024-07-01,74,FALSE
756,63,2024-10-01,65,FALSE
757,64,2022-01-01,97,TRUE
758,64,2022-04-01,64,TRUE
759,64,2022-07-01,71,TRUE
760,64,2022-10-01,87,FALSE
761,64,2023-01-01,63,FALSE
762,64,2023-04-01,67,TRUE
763,64,2023-07-01,90,FALSE
764,64,2023-10-01,52,FALSE
765,64,2024-01-01,98,TRUE
766,64,2024-04-01,96,TRUE
767,64,2024-07-01,76,TRUE
768,64,2024-10-01,76,TRUE
769,65,2022-01-01,98,TRUE
770,65,2022-04-01,56,TRUE
771,65,2022-07-01,78,TRUE
772,65,2022-10-01,84,TRUE
773,65,2023-01-01,86,TRUE
774,65,2023-04-01,61,FALSE
